appId,content,stars,at,thumbsUpCount
nimbus,I know the word is in there but search returns nothing. But paying for a plan and still hitting a device limit is not acceptable.,1,2025-11-21,8
fittrack,"Great app for keeping a streak going, the reminders work well.",5,2025-07-06,2
nimbus,Recovered nothing after the update wiped my most recent entries.,2,2026-04-01,0
nimbus,Tags are useless because search ignores them completely. Also i was charged for a yearly plan straight after the trial with no reminder.,2,2025-05-30,1
fittrack,I have started logging runs manually afterwards because the tracking cannot be trusted.,1,2025-09-13,0
nimbus,Finding an old note takes longer than rewriting it.,2,2025-04-24,3
payflow,Setting up a new recipient is quick and painless. Happens on both my devices.,5,2025-06-18,0
fittrack,Workouts on my watch never make it into the phone app.,3,2025-01-31,0
fittrack,The watch and the app disagree about how many steps I took today.,2,2025-06-19,9
fittrack,"Great app for keeping a streak going, the reminders work well. Very frustrating.",5,2025-04-29,1
nimbus,"Simple, quick and does exactly what I need day to day.",5,2026-05-02,0
nimbus,Refund request has gone unanswered for two weeks.,3,2026-03-18,0
payflow,Stuck in an endless identity verification loop that never completes.,1,2026-05-05,0
fittrack,The watch and the app disagree about how many steps I took today. On top of that i have started logging runs manually afterwards because the tracking cannot be trusted.,2,2025-04-11,2
payflow,"Account locked for a security check with no way to speak to anyone. And then charged a fee for a transfer that then failed, and the fee was not refunded. Please fix this.",1,2026-01-19,3
payflow,The chat bot loops back to the same articles and there is no human option. Happens on both my devices.,3,2025-07-24,13
payflow,Transfer failed but the money left my account and has not come back.,1,2026-04-11,0
nimbus,Clean interface and it stays out of the way when I am writing.,5,2026-04-16,6
fittrack,The watch and the app disagree about how many steps I took today.,3,2026-07-01,0
nimbus,Paying for a plan and still hitting a device limit is not acceptable. And then finding an old note takes longer than rewriting it. Otherwise a decent app.,1,2025-01-30,2
fittrack,"Distance is wrong every single time, so I now carry a separate watch. Please fix this.",1,2025-03-18,1
fittrack,Tracking a one hour walk drains forty percent of my battery. But there is no way to get my own data out in a usable format.,1,2025-05-08,2
fittrack,Export produces a file that no other fitness app will read.,2,2025-01-17,1
fittrack,Pairing drops constantly and I have to re-pair the watch every week.,1,2025-08-02,1
fittrack,"I export from the watch app and import here manually, which is ridiculous.",2,2025-12-16,8
fittrack,"It takes four minutes to get a GPS lock, by which point I have started. On top of that tracking a one hour walk drains forty percent of my battery.",2,2025-03-16,0
nimbus,Clean interface and it stays out of the way when I am writing. This has been going on for months now.,5,2025-09-15,1
nimbus,Love the markdown support and the keyboard shortcuts. Genuinely considering switching.,5,2025-02-02,11
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded. But i use my bank's own app now because at least the transfers complete.",2,2026-05-24,0
payflow,I use my bank's own app now because at least the transfers complete. And then i gave up and opened an account with a competitor instead.,2,2026-05-03,4
fittrack,Pace readings jump around wildly and ruin the whole activity.,1,2025-11-07,5
payflow,Clean app and the recipient management is well done.,5,2025-12-26,3
payflow,"The app said the transfer succeeded, the recipient never received anything. But i compare against another provider before every transfer now.",1,2025-06-13,12
nimbus,"I now write everything in another app first and paste it in, which defeats the point.",1,2025-09-24,2
payflow,Transfer failed but the money left my account and has not come back.,1,2026-03-02,2
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",2,2025-12-22,1
fittrack,Background tracking eats power even when I am not exercising.,1,2025-09-21,0
payflow,"Support has not replied to my ticket in three weeks. On top of that charged a fee for a transfer that then failed, and the fee was not refunded.",2,2025-11-01,6
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",2,2025-08-20,0
payflow,Setting up a new recipient is quick and painless.,5,2026-01-29,3
fittrack,I keep a power bank in my pocket now just to finish a long ride. And then pace readings jump around wildly and ruin the whole activity. Happens on both my devices.,1,2026-02-16,0
payflow,Clean app and the recipient management is well done.,4,2025-09-08,4
payflow,Setting up a new recipient is quick and painless.,5,2025-02-24,4
fittrack,Pairing drops constantly and I have to re-pair the watch every week. Please fix this.,1,2026-02-10,39
payflow,No phone number anywhere for an issue involving actual money.,2,2025-01-13,6
fittrack,Tracking a one hour walk drains forty percent of my battery.,1,2025-10-02,10
fittrack,Export produces a file that no other fitness app will read.,3,2025-11-14,0
nimbus,"Best note app I have used, genuinely fast to open.",5,2026-02-25,7
nimbus,"The app closed itself and my unsaved draft was simply gone. On top of that searching only matches titles, never the body, so i scroll manually instead.",1,2025-03-25,0
payflow,Verification rejected my passport twice with no reason given.,1,2025-05-05,17
payflow,Had to complain publicly before anyone responded to me.,3,2025-04-04,1
payflow,Fees are not shown until after the transfer is authorised.,2,2025-11-25,4
nimbus,Love the markdown support and the keyboard shortcuts.,5,2026-02-04,0
payflow,Clean app and the recipient management is well done.,5,2026-02-05,7
fittrack,"I export from the watch app and import here manually, which is ridiculous. Genuinely considering switching.",3,2025-09-27,0
payflow,Money disappeared for six days before reappearing with no message.,1,2025-08-22,5
payflow,Verification rejected my passport twice with no reason given. Rating will go up when it is fixed.,1,2025-11-20,5
fittrack,I have started logging runs manually afterwards because the tracking cannot be trusted.,1,2025-12-08,9
payflow,Transfer failed but the money left my account and has not come back.,1,2026-07-01,0
fittrack,Export produces a file that no other fitness app will read. And then pace readings jump around wildly and ruin the whole activity.,2,2025-09-20,1
fittrack,The watch and the app disagree about how many steps I took today.,2,2026-03-28,0
payflow,Verification rejected my passport twice with no reason given. But the chat bot loops back to the same articles and there is no human option.,2,2025-12-30,1
fittrack,I keep a power bank in my pocket now just to finish a long ride.,1,2025-08-06,4
fittrack,"It takes four minutes to get a GPS lock, by which point I have started.",1,2025-07-04,6
payflow,"The app said the transfer succeeded, the recipient never received anything.",1,2026-02-07,7
fittrack,Export produces a file that no other fitness app will read. On top of that gps drifts badly so a five kilometre run is logged as seven.,2,2025-03-23,7
nimbus,"Searching only matches titles, never the body, so I scroll manually instead.",3,2025-09-26,3
fittrack,Workouts on my watch never make it into the phone app.,2,2025-06-15,26
nimbus,I was charged for a yearly plan straight after the trial with no reminder. Happens on both my devices.,2,2025-06-01,0
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2026-03-10,0
nimbus,I have taken to copying important notes into a plain text file as a backup.,1,2025-06-26,0
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",2,2025-03-12,1
nimbus,Search does not find text that I can see with my own eyes in a note. But sync silently fails and i only notice when a note is missing at work.,2,2026-06-30,4
fittrack,The watch and the app disagree about how many steps I took today.,2,2026-06-30,9
nimbus,"Searching only matches titles, never the body, so I scroll manually instead.",2,2025-06-18,6
fittrack,I keep a power bank in my pocket now just to finish a long ride.,1,2025-07-15,3
payflow,Sent a payment that shows as pending five days later with no explanation. Also account locked for a security check with no way to speak to anyone.,2,2026-06-03,0
payflow,Setting up a new recipient is quick and painless.,5,2025-07-24,6
fittrack,Been using it for two years and the history view is excellent. This has been going on for months now.,5,2025-08-05,0
nimbus,Recovered nothing after the update wiped my most recent entries. On top of that tags are useless because search ignores them completely.,1,2025-05-13,0
nimbus,Refund request has gone unanswered for two weeks.,2,2025-03-07,0
nimbus,My notes stopped syncing between my laptop and my phone three days ago. On top of that no autosave means one crash costs me a whole meeting's notes. This has been going on for months now.,1,2025-03-01,33
fittrack,Tracking a one hour walk drains forty percent of my battery. On top of that the route map shows me running through buildings and across a river.,1,2025-09-21,1
payflow,Transfer failed but the money left my account and has not come back. But uploaded my documents four times and each time it asks again.,2,2025-08-16,24
payflow,I use my bank's own app now because at least the transfers complete. Very frustrating.,2,2026-02-18,6
nimbus,The app closed itself and my unsaved draft was simply gone. Otherwise a decent app.,1,2025-07-22,1
fittrack,Background tracking eats power even when I am not exercising.,1,2026-06-17,17
nimbus,"Simple, quick and does exactly what I need day to day.",4,2025-10-13,0
payflow,No phone number anywhere for an issue involving actual money.,2,2025-10-04,0
fittrack,Years of training history locked in with no export button anywhere. On top of that i keep a power bank in my pocket now just to finish a long ride.,3,2025-01-12,0
payflow,Transfer failed but the money left my account and has not come back. Also i compare against another provider before every transfer now.,1,2025-10-10,3
payflow,The exchange rate at confirmation is worse than the one advertised. On top of that money disappeared for six days before reappearing with no message.,2,2026-05-09,0
fittrack,"The watch and the app disagree about how many steps I took today. Also it takes four minutes to get a gps lock, by which point i have started.",2,2026-03-11,1
fittrack,Background tracking eats power even when I am not exercising.,1,2025-08-24,25
payflow,Sent a payment that shows as pending five days later with no explanation. This has been going on for months now.,1,2025-10-11,1
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",2,2026-01-21,10
fittrack,"It takes four minutes to get a GPS lock, by which point I have started.",1,2025-12-22,25
fittrack,"It takes four minutes to get a GPS lock, by which point I have started.",2,2025-12-15,0
fittrack,Interface is clear and logging a session takes seconds.,5,2026-01-14,4
payflow,Sent a payment that shows as pending five days later with no explanation.,1,2025-02-18,0
nimbus,Lost an hour of writing when the app crashed without saving.,1,2025-11-14,0
nimbus,Finding an old note takes longer than rewriting it. This has been going on for months now.,1,2025-06-17,2
payflow,Support has not replied to my ticket in three weeks. Also the exchange rate at confirmation is worse than the one advertised.,1,2026-06-20,0
payflow,No phone number anywhere for an issue involving actual money. And then stuck in an endless identity verification loop that never completes.,2,2025-01-19,5
payflow,The chat bot loops back to the same articles and there is no human option.,2,2025-02-01,1
nimbus,The upgrade screen does not say what the free tier actually loses. And then a long note reverted to an old version and there is no history to restore from.,2,2025-03-04,1
fittrack,Export produces a file that no other fitness app will read.,1,2026-01-02,1
fittrack,I keep a power bank in my pocket now just to finish a long ride.,2,2026-06-12,0
nimbus,Recovered nothing after the update wiped my most recent entries. This has been going on for months now.,1,2025-08-01,2
payflow,Much cheaper than my bank for international payments.,5,2026-03-03,2
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",1,2025-06-30,2
fittrack,Background tracking eats power even when I am not exercising. Please fix this.,1,2026-01-04,13
payflow,Had to complain publicly before anyone responded to me.,2,2025-08-07,0
nimbus,Paying for a plan and still hitting a device limit is not acceptable.,1,2026-04-28,5
nimbus,I have taken to copying important notes into a plain text file as a backup. On top of that the upgrade screen does not say what the free tier actually loses.,1,2025-04-02,2
nimbus,Clean interface and it stays out of the way when I am writing.,4,2025-05-27,3
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-11-11,0
fittrack,"It takes four minutes to get a GPS lock, by which point I have started.",1,2025-08-13,4
payflow,Had to complain publicly before anyone responded to me. Rating will go up when it is fixed.,2,2025-07-24,3
payflow,Sent a payment that shows as pending five days later with no explanation. But stuck in an endless identity verification loop that never completes.,2,2026-01-23,16
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-05-28,4
payflow,I gave up and opened an account with a competitor instead.,1,2025-06-07,1
nimbus,A long note reverted to an old version and there is no history to restore from.,1,2025-05-17,10
nimbus,I have taken to copying important notes into a plain text file as a backup.,1,2026-03-05,0
fittrack,Interface is clear and logging a session takes seconds. This has been going on for months now.,5,2025-08-28,6
nimbus,"I now write everything in another app first and paste it in, which defeats the point. And then tags are useless because search ignores them completely.",2,2026-05-25,0
nimbus,Tags are useless because search ignores them completely.,3,2025-06-09,1
nimbus,Tags are useless because search ignores them completely. On top of that cancelled the subscription and was billed again the following month.,2,2026-06-24,7
fittrack,"It takes four minutes to get a GPS lock, by which point I have started.",1,2026-01-08,1
payflow,The chat bot loops back to the same articles and there is no human option.,2,2025-07-26,0
fittrack,Been using it for two years and the history view is excellent.,5,2025-09-24,1
payflow,Had to complain publicly before anyone responded to me.,1,2025-01-12,0
fittrack,Interface is clear and logging a session takes seconds.,5,2025-06-10,7
payflow,Sent a payment that shows as pending five days later with no explanation.,1,2025-03-02,2
payflow,No phone number anywhere for an issue involving actual money. Rating will go up when it is fixed.,2,2025-02-28,3
nimbus,My notes stopped syncing between my laptop and my phone three days ago.,1,2026-03-14,0
payflow,Clean app and the recipient management is well done.,5,2026-06-08,4
nimbus,"I now write everything in another app first and paste it in, which defeats the point.",2,2025-12-24,27
nimbus,"Best note app I have used, genuinely fast to open. Otherwise a decent app.",5,2026-06-26,0
nimbus,I know the word is in there but search returns nothing.,2,2026-01-16,7
nimbus,"Simple, quick and does exactly what I need day to day. Nobody seems to be looking at it.",5,2025-01-27,2
nimbus,"Best note app I have used, genuinely fast to open. Genuinely considering switching.",5,2025-11-29,11
fittrack,I keep a power bank in my pocket now just to finish a long ride.,1,2026-05-19,0
payflow,Verification rejected my passport twice with no reason given. Genuinely considering switching.,1,2025-05-27,2
nimbus,A long note reverted to an old version and there is no history to restore from. Also i know the word is in there but search returns nothing.,1,2026-02-28,1
payflow,Clean app and the recipient management is well done.,5,2025-10-01,2
fittrack,Workouts on my watch never make it into the phone app. Rating will go up when it is fixed.,2,2025-05-05,8
fittrack,"I export from the watch app and import here manually, which is ridiculous. But export produces a file that no other fitness app will read.",1,2026-05-25,4
payflow,"I use my bank's own app now because at least the transfers complete. Also charged a fee for a transfer that then failed, and the fee was not refunded.",1,2025-12-14,0
nimbus,I have taken to copying important notes into a plain text file as a backup.,1,2026-02-10,2
fittrack,Phone gets hot and the battery is dead before I get home. But there is no way to get my own data out in a usable format.,1,2025-09-29,1
nimbus,Clean interface and it stays out of the way when I am writing.,5,2026-02-18,6
fittrack,Been using it for two years and the history view is excellent.,5,2026-02-01,34
payflow,Verification rejected my passport twice with no reason given. But support has not replied to my ticket in three weeks. Happens on both my devices.,1,2025-09-08,1
fittrack,Heart rate data is missing from half of my recorded sessions. Genuinely considering switching.,2,2025-09-22,1
payflow,"Uploaded my documents four times and each time it asks again. Also charged a fee for a transfer that then failed, and the fee was not refunded. Genuinely considering switching.",1,2025-02-21,0
nimbus,"Had to log out and back in again to force a sync, which lost my drafts. Very frustrating.",1,2025-05-15,0
payflow,Sent a payment that shows as pending five days later with no explanation.,1,2025-01-11,1
nimbus,Search does not find text that I can see with my own eyes in a note.,3,2026-03-24,1
payflow,Had to complain publicly before anyone responded to me.,3,2025-11-04,1
payflow,Much cheaper than my bank for international payments.,5,2025-03-13,1
payflow,I gave up and opened an account with a competitor instead. Very frustrating.,1,2026-05-27,0
nimbus,Refund request has gone unanswered for two weeks.,3,2025-02-17,6
payflow,Verification rejected my passport twice with no reason given. But the exchange rate at confirmation is worse than the one advertised. This has been going on for months now.,1,2025-08-16,1
payflow,Fees are not shown until after the transfer is authorised.,2,2026-06-09,0
fittrack,"There is no way to get my own data out in a usable format. Also i export from the watch app and import here manually, which is ridiculous. Very frustrating.",2,2025-01-25,3
nimbus,"The upgrade screen does not say what the free tier actually loses. And then edits i make on the desktop never show up on mobile, so i email myself the text instead.",3,2026-05-11,1
payflow,Had to complain publicly before anyone responded to me.,2,2026-05-12,0
nimbus,Recovered nothing after the update wiped my most recent entries.,1,2025-06-08,7
nimbus,My notes stopped syncing between my laptop and my phone three days ago.,1,2025-08-04,10
nimbus,A long note reverted to an old version and there is no history to restore from.,1,2025-12-27,3
payflow,Fees are not shown until after the transfer is authorised.,1,2026-03-04,1
payflow,Much cheaper than my bank for international payments.,5,2025-05-13,0
fittrack,Workouts on my watch never make it into the phone app. Also tracking a one hour walk drains forty percent of my battery. This has been going on for months now.,1,2026-06-02,2
fittrack,Interface is clear and logging a session takes seconds. Otherwise a decent app.,5,2026-02-26,5
nimbus,Sync silently fails and I only notice when a note is missing at work. On top of that search does not find text that i can see with my own eyes in a note.,2,2026-05-12,0
nimbus,Refund request has gone unanswered for two weeks.,3,2026-02-26,0
fittrack,"Distance is wrong every single time, so I now carry a separate watch. And then tracking a one hour walk drains forty percent of my battery.",1,2026-05-10,3
fittrack,"It takes four minutes to get a GPS lock, by which point I have started. Rating will go up when it is fixed.",1,2025-08-25,0
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded. On top of that no phone number anywhere for an issue involving actual money.",1,2026-02-05,0
nimbus,Love the markdown support and the keyboard shortcuts.,5,2025-01-28,0
payflow,Transfer failed but the money left my account and has not come back.,1,2026-01-29,2
payflow,Stuck in an endless identity verification loop that never completes. On top of that money disappeared for six days before reappearing with no message.,1,2025-10-22,5
payflow,The exchange rate at confirmation is worse than the one advertised.,2,2025-11-29,10
nimbus,No autosave means one crash costs me a whole meeting's notes. Happens on both my devices.,2,2026-06-24,1
payflow,The chat bot loops back to the same articles and there is no human option. But account locked for a security check with no way to speak to anyone.,1,2025-04-12,0
payflow,The chat bot loops back to the same articles and there is no human option.,2,2025-10-18,3
payflow,The chat bot loops back to the same articles and there is no human option. And then i compare against another provider before every transfer now.,2,2025-10-12,15
nimbus,Cancelled the subscription and was billed again the following month.,3,2025-06-25,32
payflow,Had to complain publicly before anyone responded to me. And then transfer failed but the money left my account and has not come back. Please fix this.,2,2025-10-07,25
nimbus,No autosave means one crash costs me a whole meeting's notes.,1,2025-06-19,0
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",1,2025-12-04,2
nimbus,"Had to log out and back in again to force a sync, which lost my drafts.",2,2026-05-17,3
nimbus,Finding an old note takes longer than rewriting it. Rating will go up when it is fixed.,2,2025-12-22,4
nimbus,I know the word is in there but search returns nothing. And then i was charged for a yearly plan straight after the trial with no reminder.,3,2025-09-06,2
payflow,Clean app and the recipient management is well done. Very frustrating.,5,2026-04-09,1
nimbus,"Had to log out and back in again to force a sync, which lost my drafts. Rating will go up when it is fixed.",1,2025-09-02,5
payflow,Clean app and the recipient management is well done.,5,2025-11-28,102
nimbus,Search does not find text that I can see with my own eyes in a note.,1,2025-10-31,0
fittrack,Export produces a file that no other fitness app will read.,1,2025-09-22,15
nimbus,The upgrade screen does not say what the free tier actually loses.,3,2026-02-09,2
nimbus,"Refund request has gone unanswered for two weeks. Also searching only matches titles, never the body, so i scroll manually instead. Very frustrating.",2,2025-05-20,14
nimbus,I was charged for a yearly plan straight after the trial with no reminder. Happens on both my devices.,2,2025-04-21,0
fittrack,"I export from the watch app and import here manually, which is ridiculous.",2,2025-10-14,0
nimbus,Paying for a plan and still hitting a device limit is not acceptable.,1,2025-02-09,0
fittrack,Years of training history locked in with no export button anywhere. Also pace readings jump around wildly and ruin the whole activity.,2,2026-04-26,8
nimbus,Paying for a plan and still hitting a device limit is not acceptable.,2,2025-04-17,32
nimbus,"Simple, quick and does exactly what I need day to day.",5,2025-11-21,1
nimbus,I was charged for a yearly plan straight after the trial with no reminder.,3,2025-02-17,0
nimbus,Search does not find text that I can see with my own eyes in a note.,2,2026-02-01,2
nimbus,"I now write everything in another app first and paste it in, which defeats the point. On top of that sync silently fails and i only notice when a note is missing at work. Happens on both my devices.",2,2025-04-26,1
payflow,Clean app and the recipient management is well done.,5,2026-02-07,0
nimbus,The app closed itself and my unsaved draft was simply gone. But paying for a plan and still hitting a device limit is not acceptable.,1,2025-03-16,4
nimbus,Notes I wrote on the train were gone by the time I opened the app at home. This has been going on for months now.,1,2026-05-14,0
fittrack,There is no way to get my own data out in a usable format. Also workouts on my watch never make it into the phone app.,2,2025-08-14,2
nimbus,The app closed itself and my unsaved draft was simply gone. Please fix this.,1,2025-10-04,6
nimbus,I was charged for a yearly plan straight after the trial with no reminder. Please fix this.,3,2026-04-19,0
nimbus,"Two devices, two different versions of the same note, no warning which is newer.",1,2025-10-23,32
fittrack,The training plans are genuinely well designed and easy to follow. Happens on both my devices.,5,2026-06-08,1
nimbus,Clean interface and it stays out of the way when I am writing. Please fix this.,5,2025-06-20,1
fittrack,Workouts on my watch never make it into the phone app.,1,2026-01-27,1
payflow,Setting up a new recipient is quick and painless.,5,2025-08-09,0
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded. On top of that support has not replied to my ticket in three weeks.",2,2025-06-07,0
nimbus,Recovered nothing after the update wiped my most recent entries.,1,2025-01-17,4
nimbus,"Edits I make on the desktop never show up on mobile, so I email myself the text instead.",1,2025-05-06,0
payflow,Stuck in an endless identity verification loop that never completes.,2,2026-03-24,21
nimbus,I have taken to copying important notes into a plain text file as a backup.,1,2026-02-03,0
payflow,I compare against another provider before every transfer now. Nobody seems to be looking at it.,1,2026-04-27,3
fittrack,I screenshot my stats each month because there is no proper export.,2,2025-10-04,8
payflow,Setting up a new recipient is quick and painless. Rating will go up when it is fixed.,5,2025-02-20,13
fittrack,Phone gets hot and the battery is dead before I get home.,1,2025-03-21,4
payflow,Uploaded my documents four times and each time it asks again. And then fees are not shown until after the transfer is authorised.,1,2026-01-03,2
fittrack,Been using it for two years and the history view is excellent.,5,2025-12-16,0
fittrack,I keep a power bank in my pocket now just to finish a long ride. Please fix this.,1,2025-01-19,0
nimbus,Tags are useless because search ignores them completely.,2,2026-04-27,33
fittrack,Workouts on my watch never make it into the phone app.,2,2025-09-06,0
fittrack,"Distance is wrong every single time, so I now carry a separate watch.",1,2026-01-10,0
nimbus,The app closed itself and my unsaved draft was simply gone. Also the sync spinner runs forever and then just stops without an error.,2,2025-12-14,0
nimbus,Refund request has gone unanswered for two weeks. Very frustrating.,2,2026-06-02,7
nimbus,I know the word is in there but search returns nothing.,3,2026-01-19,0
fittrack,The training plans are genuinely well designed and easy to follow.,5,2025-10-26,22
nimbus,"Recovered nothing after the update wiped my most recent entries. And then two devices, two different versions of the same note, no warning which is newer.",1,2026-04-29,51
payflow,I gave up and opened an account with a competitor instead. Genuinely considering switching.,2,2025-05-28,8
payflow,Transfer failed but the money left my account and has not come back.,1,2026-04-06,1
payflow,Uploaded my documents four times and each time it asks again. Otherwise a decent app.,1,2025-10-23,1
payflow,Sent a payment that shows as pending five days later with no explanation.,1,2025-07-08,0
payflow,The chat bot loops back to the same articles and there is no human option. Happens on both my devices.,2,2025-04-26,7
nimbus,Lost an hour of writing when the app crashed without saving. Very frustrating.,1,2025-03-31,46
payflow,Transfer failed but the money left my account and has not come back.,1,2025-02-21,1
nimbus,I have taken to copying important notes into a plain text file as a backup. Nobody seems to be looking at it.,1,2025-01-17,1
payflow,I compare against another provider before every transfer now.,2,2025-02-27,0
nimbus,Love the markdown support and the keyboard shortcuts.,5,2025-05-17,5
nimbus,No autosave means one crash costs me a whole meeting's notes. Happens on both my devices.,1,2026-01-04,10
payflow,Sent a payment that shows as pending five days later with no explanation. On top of that the exchange rate at confirmation is worse than the one advertised.,1,2025-12-28,3
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2025-06-16,13
nimbus,Recovered nothing after the update wiped my most recent entries.,1,2025-09-11,1
fittrack,Years of training history locked in with no export button anywhere. Please fix this.,2,2025-12-22,0
nimbus,"Simple, quick and does exactly what I need day to day.",5,2025-02-10,25
fittrack,Been using it for two years and the history view is excellent.,5,2026-04-03,6
fittrack,I have started logging runs manually afterwards because the tracking cannot be trusted. And then pairing drops constantly and i have to re-pair the watch every week. Please fix this.,1,2025-09-22,1
nimbus,Clean interface and it stays out of the way when I am writing. Rating will go up when it is fixed.,5,2025-02-07,0
nimbus,Recovered nothing after the update wiped my most recent entries.,1,2025-08-14,1
fittrack,Pairing drops constantly and I have to re-pair the watch every week. Nobody seems to be looking at it.,3,2025-05-09,0
nimbus,Search does not find text that I can see with my own eyes in a note.,3,2025-06-29,6
payflow,The chat bot loops back to the same articles and there is no human option. On top of that the exchange rate at confirmation is worse than the one advertised.,3,2025-03-07,0
payflow,Setting up a new recipient is quick and painless.,4,2025-11-13,0
payflow,"When it works the transfer arrives within minutes, which is impressive.",5,2026-02-10,4
nimbus,A long note reverted to an old version and there is no history to restore from. On top of that i know the word is in there but search returns nothing.,1,2025-10-02,0
payflow,I use my bank's own app now because at least the transfers complete.,1,2025-10-24,2
fittrack,The watch and the app disagree about how many steps I took today. On top of that pace readings jump around wildly and ruin the whole activity. Rating will go up when it is fixed.,1,2026-05-28,0
payflow,Had to complain publicly before anyone responded to me. Genuinely considering switching.,2,2025-10-13,2
fittrack,I screenshot my stats each month because there is no proper export. Genuinely considering switching.,2,2026-05-03,0
fittrack,Export produces a file that no other fitness app will read.,2,2025-05-20,4
nimbus,"The app closed itself and my unsaved draft was simply gone. And then searching only matches titles, never the body, so i scroll manually instead. This has been going on for months now.",1,2025-02-28,3
payflow,I compare against another provider before every transfer now.,2,2026-01-03,1
nimbus,Refund request has gone unanswered for two weeks.,2,2025-11-07,0
payflow,I use my bank's own app now because at least the transfers complete.,1,2025-03-10,2
fittrack,The watch and the app disagree about how many steps I took today. But i keep a power bank in my pocket now just to finish a long ride. Very frustrating.,2,2025-06-04,0
fittrack,I screenshot my stats each month because there is no proper export.,2,2026-04-18,5
payflow,The chat bot loops back to the same articles and there is no human option. But i compare against another provider before every transfer now.,1,2025-01-17,3
payflow,Support has not replied to my ticket in three weeks.,3,2025-11-20,0
fittrack,Pace readings jump around wildly and ruin the whole activity.,1,2026-06-08,8
payflow,Transfer failed but the money left my account and has not come back.,1,2025-11-03,14
nimbus,Cancelled the subscription and was billed again the following month. And then the app closed itself and my unsaved draft was simply gone.,2,2025-12-27,0
payflow,"Charged a fee for a transfer that then failed, and the fee was not refunded.",2,2025-08-30,15
nimbus,The sync spinner runs forever and then just stops without an error. Please fix this.,1,2025-01-11,9
payflow,Had to complain publicly before anyone responded to me. Genuinely considering switching.,2,2025-08-12,0
fittrack,There is no way to get my own data out in a usable format. Otherwise a decent app.,2,2026-02-21,4
payflow,Clean app and the recipient management is well done.,5,2025-03-10,0
fittrack,Pace readings jump around wildly and ruin the whole activity.,1,2025-09-21,2
payflow,The chat bot loops back to the same articles and there is no human option.,2,2026-05-28,3
fittrack,The route map shows me running through buildings and across a river.,1,2025-04-05,2
fittrack,The route map shows me running through buildings and across a river. Very frustrating.,1,2025-03-23,0
fittrack,I keep a power bank in my pocket now just to finish a long ride.,2,2025-08-03,15
payflow,Sent a payment that shows as pending five days later with no explanation. And then i compare against another provider before every transfer now.,2,2026-06-17,1
fittrack,Interface is clear and logging a session takes seconds.,5,2025-12-17,18
payflow,Sent a payment that shows as pending five days later with no explanation.,1,2025-04-09,7
fittrack,I keep a power bank in my pocket now just to finish a long ride. This has been going on for months now.,1,2025-03-23,0
fittrack,Interface is clear and logging a session takes seconds. Nobody seems to be looking at it.,5,2026-03-05,1
fittrack,Pairing drops constantly and I have to re-pair the watch every week. Otherwise a decent app.,3,2025-07-06,14
nimbus,Recovered nothing after the update wiped my most recent entries.,1,2025-11-27,1
fittrack,Been using it for two years and the history view is excellent. Very frustrating.,5,2026-05-24,2
payflow,Uploaded my documents four times and each time it asks again.,1,2025-05-01,0
payflow,Uploaded my documents four times and each time it asks again. But support has not replied to my ticket in three weeks.,1,2025-07-24,2
payflow,Account locked for a security check with no way to speak to anyone. Also the exchange rate at confirmation is worse than the one advertised. Genuinely considering switching.,2,2026-06-02,0
payflow,The chat bot loops back to the same articles and there is no human option. Please fix this.,3,2025-04-05,0
fittrack,Been using it for two years and the history view is excellent.,5,2025-03-11,3
payflow,Had to complain publicly before anyone responded to me.,1,2026-01-14,0
nimbus,Refund request has gone unanswered for two weeks.,2,2025-04-29,0
nimbus,Clean interface and it stays out of the way when I am writing. Nobody seems to be looking at it.,5,2025-09-30,0
nimbus,Refund request has gone unanswered for two weeks.,2,2026-06-15,0
nimbus,Clean interface and it stays out of the way when I am writing.,4,2026-05-14,2
nimbus,"Best note app I have used, genuinely fast to open.",5,2025-09-28,1
fittrack,Pace readings jump around wildly and ruin the whole activity. On top of that the watch and the app disagree about how many steps i took today.,1,2025-04-19,5
fittrack,Heart rate data is missing from half of my recorded sessions. Please fix this.,2,2025-10-04,0
payflow,Clean app and the recipient management is well done. Nobody seems to be looking at it.,4,2025-08-13,0
nimbus,A long note reverted to an old version and there is no history to restore from. Also i know the word is in there but search returns nothing.,1,2026-04-14,6
fittrack,GPS drifts badly so a five kilometre run is logged as seven. Also i screenshot my stats each month because there is no proper export.,1,2026-04-25,0
fittrack,Workouts on my watch never make it into the phone app.,2,2025-08-19,1
nimbus,Clean interface and it stays out of the way when I am writing.,5,2025-08-09,5
payflow,Support has not replied to my ticket in three weeks. This has been going on for months now.,3,2026-01-02,0
